,source_node,path,distance
8673,867,"[867, 624, 676, 565, 605]",5
8674,867,"[867, 898, 203, 742, 95]",5
8675,867,"[867, 508, 318, 136, 834, 200]",6
8676,867,"[867, 345, 872, 744, 735, 754]",6
8677,867,"[867, 898, 203, 460, 117, 119, 290]",7
8678,867,"[867, 832, 924, 845, 181, 397, 891]",7
8679,867,"[867, 549, 361, 941, 457, 149, 522]",7
8680,868,"[868, 771, 780]",3
8681,868,"[868, 771, 110, 725, 95]",5
8682,868,"[868, 771, 110, 515, 574, 290]",6
8683,868,"[868, 303, 409, 304, 154, 200]",6
8684,868,"[868, 771, 110, 222, 749, 716]",6
8685,868,"[868, 691, 216, 307, 71, 754]",6
8686,868,"[868, 853, 411, 638, 540, 699]",6
8687,868,"[868, 303, 756, 425, 181, 397, 891]",7
8688,868,"[868, 853, 113, 941, 457, 149, 522]",7
8689,868,"[868, 303, 256, 346, 196, 727, 335]",7
8690,869,"[869, 658, 713, 290]",4
8691,869,"[869, 49, 295, 834, 200]",5
8692,869,"[869, 49, 641, 833, 754]",5
8693,869,"[869, 49, 942, 975, 674, 891]",6
8694,869,"[869, 971, 539, 423, 162, 522]",6
8695,869,"[869, 49, 942, 712, 627, 716]",6
8696,869,"[869, 971, 439, 19, 694, 699]",6
8697,869,"[869, 49, 806, 978, 73, 605]",6
8698,869,"[869, 658, 951, 482, 725, 95]",6
8699,869,"[869, 971, 631, 202, 110, 771, 780]",7
8700,870,"[870, 668, 373, 727, 335]",5
8701,870,"[870, 650, 762, 833, 754]",5
8702,870,"[870, 811, 390, 565, 605]",5
8703,870,"[870, 668, 299, 255, 119, 290]",6
8704,870,"[870, 811, 390, 532, 609, 891]",6
8705,870,"[870, 668, 299, 295, 834, 200]",6
8706,870,"[870, 668, 373, 832, 221, 716]",6
8707,870,"[870, 668, 299, 748, 771, 780]",6
8708,870,"[870, 811, 801, 179, 966, 699]",6
8709,870,"[870, 668, 373, 473, 835, 95]",6
8710,871,"[871, 522]",2
8711,871,"[871, 78, 300, 552, 897, 200]",6
8712,871,"[871, 78, 300, 784, 724, 780]",6
8713,871,"[871, 78, 300, 784, 724, 529, 290]",7
8714,871,"[871, 522, 162, 635, 406, 73, 605]",7
8715,871,"[871, 522, 162, 366, 346, 196, 727, 335]",8
8716,871,"[871, 522, 162, 423, 106, 426, 833, 754]",8
8717,871,"[871, 78, 300, 888, 505, 19, 694, 699]",8
8718,871,"[871, 78, 300, 552, 281, 769, 742, 95]",8
8719,871,"[871, 78, 300, 784, 724, 191, 21, 397, 891]",9
8720,872,"[872, 744, 735, 754]",4
8721,872,"[872, 776, 712, 627, 716]",5
8722,872,"[872, 776, 712, 711, 119, 290]",6
8723,872,"[872, 776, 63, 922, 397, 891]",6
8724,872,"[872, 776, 587, 765, 805, 200]",6
8725,872,"[872, 345, 867, 832, 924, 335]",6
8726,872,"[872, 776, 587, 179, 966, 699]",6
8727,872,"[872, 776, 712, 203, 742, 95]",6
8728,872,"[872, 345, 600, 126, 110, 771, 780]",7
8729,872,"[872, 428, 271, 659, 390, 565, 605]",7
8730,873,"[873, 96, 136, 834, 200]",5
8731,873,"[873, 171, 521, 540, 699]",5
8732,873,"[873, 96, 551, 835, 95]",5
8733,873,"[873, 418, 219, 427, 462, 290]",6
8734,873,"[873, 999, 247, 996, 447, 716]",6
8735,873,"[873, 999, 288, 175, 268, 605]",6
8736,873,"[873, 171, 677, 63, 922, 397, 891]",7
8737,873,"[873, 171, 521, 644, 317, 771, 780]",7
8738,873,"[873, 96, 238, 808, 196, 727, 335]",7
8739,873,"[873, 96, 579, 142, 720, 71, 754]",7
8740,874,"[874, 886, 771, 780]",4
8741,874,"[874, 680, 313, 40, 891]",5
8742,874,"[874, 680, 313, 40, 119, 290]",6
8743,874,"[874, 613, 539, 423, 162, 522]",6
8744,874,"[874, 613, 808, 196, 727, 335]",6
8745,874,"[874, 680, 709, 52, 56, 754]",6
8746,874,"[874, 886, 771, 110, 725, 95]",6
8747,874,"[874, 613, 542, 96, 136, 834, 200]",7
8748,874,"[874, 613, 808, 310, 233, 627, 716]",7
8749,874,"[874, 613, 808, 310, 233, 884, 699]",7
8750,875,"[875, 622, 222, 749, 716]",5
8751,875,"[875, 622, 473, 835, 95]",5
8752,875,"[875, 622, 473, 943, 713, 290]",6
8753,875,"[875, 59, 66, 481, 952, 891]",6
8754,875,"[875, 622, 222, 749, 805, 200]",6
8755,875,"[875, 622, 222, 110, 771, 780]",6
8756,875,"[875, 622, 473, 373, 727, 335]",6
8757,875,"[875, 885, 764, 591, 884, 699]",6
8758,875,"[875, 59, 66, 336, 307, 71, 754]",7
8759,875,"[875, 622, 473, 199, 539, 423, 162, 522]",8
8760,876,"[876, 213, 935, 833, 754]",5
8761,876,"[876, 213, 935, 966, 699]",5
8762,876,"[876, 213, 889, 160, 119, 290]",6
8763,876,"[876, 213, 889, 160, 119, 40, 891]",7
8764,876,"[876, 213, 889, 759, 369, 725, 95]",7
8765,876,"[876, 213, 935, 966, 432, 304, 154, 200]",8
8766,876,"[876, 213, 557, 904, 849, 457, 149, 522]",8
8767,876,"[876, 213, 935, 966, 485, 525, 921, 716]",8
8768,876,"[876, 213, 557, 558, 346, 196, 727, 335]",8
8769,876,"[876, 213, 889, 607, 981, 690, 73, 605]",8
8770,877,"[877, 807, 95]",3
8771,877,"[877, 1, 329, 154, 200]",5
8772,877,"[877, 247, 996, 447, 716]",5
8773,877,"[877, 86, 278, 446, 40, 891]",6
8774,877,"[877, 80, 973, 410, 735, 754]",6
8775,877,"[877, 1, 141, 935, 966, 699]",6
8776,877,"[877, 86, 278, 446, 40, 119, 290]",7
8777,877,"[877, 715, 167, 941, 457, 149, 522]",7
8778,877,"[877, 807, 95, 725, 110, 771, 780]",7
8779,877,"[877, 247, 933, 890, 196, 727, 335]",7
8780,878,"[878, 748, 771, 780]",4
8781,878,"[878, 810, 551, 835, 95]",5
8782,878,"[878, 748, 299, 255, 119, 290]",6
8783,878,"[878, 748, 299, 295, 834, 200]",6
8784,878,"[878, 810, 777, 722, 162, 522]",6
8785,878,"[878, 810, 29, 467, 924, 335]",6
8786,878,"[878, 271, 659, 390, 565, 605]",6
8787,878,"[878, 748, 299, 116, 2, 581, 891]",7
8788,878,"[878, 748, 771, 110, 222, 749, 716]",7
8789,878,"[878, 959, 501, 415, 720, 71, 754]",7
8790,879,"[879, 363, 544, 102, 581, 891]",6
8791,879,"[879, 905, 443, 91, 727, 335]",6
8792,879,"[879, 363, 544, 102, 987, 574, 290]",7
8793,879,"[879, 363, 333, 449, 552, 897, 200]",7
8794,879,"[879, 363, 544, 266, 110, 771, 780]",7
8795,879,"[879, 905, 365, 534, 236, 56, 754]",7
8796,879,"[879, 363, 544, 266, 110, 725, 95]",7
8797,879,"[879, 363, 544, 266, 429, 635, 162, 522]",8
8798,879,"[879, 905, 365, 534, 854, 996, 447, 716]",8
8799,879,"[879, 363, 544, 102, 528, 125, 344, 699]",8
8800,880,"[880, 786, 742, 95]",4
8801,880,"[880, 437, 536, 447, 716]",5
8802,880,"[880, 853, 868, 771, 780]",5
8803,880,"[880, 72, 617, 515, 574, 290]",6
8804,880,"[880, 72, 104, 495, 609, 891]",6
8805,880,"[880, 254, 990, 795, 93, 200]",6
8806,880,"[880, 853, 411, 638, 540, 699]",6
8807,880,"[880, 254, 990, 83, 268, 605]",6
8808,880,"[880, 853, 113, 941, 457, 149, 522]",7
8809,880,"[880, 72, 104, 495, 761, 924, 335]",7
8810,881,"[881, 433, 855, 699]",4
8811,881,"[881, 433, 578, 935, 833, 754]",6
8812,881,"[881, 433, 475, 482, 725, 95]",6
8813,881,"[881, 433, 548, 34, 101, 632, 290]",7
8814,881,"[881, 433, 256, 116, 2, 581, 891]",7
8815,881,"[881, 433, 475, 482, 974, 154, 200]",7
8816,881,"[881, 433, 256, 346, 366, 162, 522]",7
8817,881,"[881, 282, 358, 437, 536, 447, 716]",7
8818,881,"[881, 433, 256, 303, 868, 771, 780]",7
8819,881,"[881, 433, 256, 346, 196, 727, 335]",7
8820,882,"[882, 189, 255, 119, 290]",5
8821,882,"[882, 189, 170, 834, 200]",5
8822,882,"[882, 918, 846, 2, 581, 891]",6
8823,882,"[882, 918, 718, 525, 921, 716]",6
8824,882,"[882, 185, 682, 317, 771, 780]",6
8825,882,"[882, 185, 682, 845, 924, 335]",6
8826,882,"[882, 185, 258, 762, 833, 754]",6
8827,882,"[882, 185, 682, 500, 684, 699]",6
8828,882,"[882, 918, 846, 585, 786, 742, 95]",7
8829,882,"[882, 189, 986, 977, 513, 457, 149, 522]",8
8830,883,"[883, 577, 48, 462, 290]",5
8831,883,"[883, 349, 297, 727, 335]",5
8832,883,"[883, 577, 753, 922, 397, 891]",6
8833,883,"[883, 349, 965, 329, 154, 200]",6
8834,883,"[883, 577, 234, 79, 56, 754]",6
8835,883,"[883, 349, 965, 370, 714, 95]",6
8836,883,"[883, 349, 297, 845, 181, 921, 716]",7
8837,883,"[883, 577, 234, 955, 125, 344, 699]",7
8838,883,"[883, 349, 413, 532, 390, 565, 605]",7
8839,883,"[883, 349, 297, 845, 682, 317, 771, 780]",8
8840,884,"[884, 699]",2
8841,884,"[884, 233, 627, 716]",4
8842,884,"[884, 50, 56, 754]",4
8843,884,"[884, 699, 694, 834, 200]",5
8844,884,"[884, 233, 819, 495, 609, 891]",6
8845,884,"[884, 233, 627, 712, 711, 119, 290]",7
8846,884,"[884, 50, 969, 98, 191, 724, 780]",7
8847,884,"[884, 233, 310, 808, 196, 727, 335]",7
8848,884,"[884, 50, 56, 52, 230, 73, 605]",7
8849,884,"[884, 233, 627, 712, 203, 742, 95]",7
8850,885,"[885, 764, 591, 884, 699]",5
8851,885,"[885, 246, 203, 742, 95]",5
8852,885,"[885, 764, 104, 495, 609, 891]",6
8853,885,"[885, 562, 245, 974, 154, 200]",6
8854,885,"[885, 246, 203, 712, 627, 716]",6
8855,885,"[885, 755, 730, 762, 833, 754]",6
8856,885,"[885, 246, 203, 460, 117, 119, 290]",7
8857,885,"[885, 562, 245, 974, 722, 162, 522]",7
8858,885,"[885, 246, 600, 126, 110, 771, 780]",7
8859,885,"[885, 875, 622, 473, 373, 727, 335]",7
8860,886,"[886, 771, 780]",3
8861,886,"[886, 771, 110, 725, 95]",5
8862,886,"[886, 771, 110, 515, 574, 290]",6
8863,886,"[886, 874, 680, 313, 40, 891]",6
8864,886,"[886, 771, 110, 222, 749, 716]",6
8865,886,"[886, 771, 317, 644, 926, 93, 200]",7
8866,886,"[886, 874, 613, 539, 423, 162, 522]",7
8867,886,"[886, 874, 613, 808, 196, 727, 335]",7
8868,886,"[886, 874, 680, 709, 52, 56, 754]",7
8869,886,"[886, 771, 317, 644, 521, 540, 699]",7
8870,887,"[887, 138, 647, 162, 522]",5
8871,887,"[887, 907, 865, 737, 632, 290]",6
8872,887,"[887, 907, 738, 233, 627, 716]",6
8873,887,"[887, 76, 339, 976, 580, 335]",6
8874,887,"[887, 907, 738, 636, 71, 754]",6
8875,887,"[887, 907, 865, 57, 966, 699]",6
8876,887,"[887, 507, 806, 978, 73, 605]",6
8877,887,"[887, 856, 466, 753, 922, 397, 891]",7
8878,887,"[887, 856, 655, 409, 304, 154, 200]",7
8879,887,"[887, 76, 733, 202, 110, 771, 780]",7
8880,888,"[888, 145, 917, 834, 200]",5
8881,888,"[888, 353, 647, 162, 522]",5
8882,888,"[888, 353, 242, 771, 780]",5
8883,888,"[888, 505, 19, 694, 699]",5
8884,888,"[888, 300, 784, 724, 529, 290]",6
8885,888,"[888, 353, 740, 21, 397, 891]",6
8886,888,"[888, 505, 404, 661, 233, 627, 716]",7
8887,888,"[888, 505, 19, 391, 761, 924, 335]",7
8888,888,"[888, 145, 616, 359, 236, 56, 754]",7
8889,888,"[888, 353, 647, 721, 390, 565, 605]",7
8890,889,"[889, 160, 119, 290]",4
8891,889,"[889, 160, 119, 40, 891]",5
8892,889,"[889, 213, 935, 833, 754]",5
8893,889,"[889, 213, 935, 966, 699]",5
8894,889,"[889, 759, 369, 725, 95]",5
8895,889,"[889, 607, 490, 765, 805, 200]",6
8896,889,"[889, 607, 981, 690, 73, 605]",6
8897,889,"[889, 607, 381, 819, 233, 627, 716]",7
8898,889,"[889, 759, 369, 725, 110, 771, 780]",7
8899,889,"[889, 160, 15, 314, 362, 580, 335]",7
8900,890,"[890, 196, 727, 335]",4
8901,890,"[890, 352, 255, 119, 290]",5
8902,890,"[890, 352, 596, 674, 891]",5
8903,890,"[890, 352, 996, 447, 716]",5
8904,890,"[890, 655, 409, 304, 154, 200]",6
8905,890,"[890, 196, 346, 366, 162, 522]",6
8906,890,"[890, 122, 263, 203, 742, 95]",6
8907,890,"[890, 933, 571, 222, 110, 771, 780]",7
8908,890,"[890, 655, 409, 234, 79, 56, 754]",7
8909,890,"[890, 933, 419, 736, 638, 540, 699]",7
8910,891,[891],1
8911,891,"[891, 40, 119, 290]",4
8912,891,"[891, 609, 495, 805, 200]",5
8913,891,"[891, 397, 181, 921, 716]",5
8914,891,"[891, 397, 21, 191, 724, 780]",6
8915,891,"[891, 609, 495, 761, 924, 335]",6
8916,891,"[891, 609, 532, 390, 565, 605]",6
8917,891,"[891, 674, 919, 982, 835, 95]",6
8918,891,"[891, 397, 181, 845, 79, 56, 754]",7
8919,891,"[891, 581, 102, 528, 125, 344, 699]",7
8920,892,"[892, 103, 722, 162, 522]",5
8921,892,"[892, 388, 61, 572, 119, 290]",6
8922,892,"[892, 103, 740, 21, 397, 891]",6
8923,892,"[892, 103, 722, 974, 154, 200]",6
8924,892,"[892, 388, 234, 79, 56, 754]",6
8925,892,"[892, 388, 61, 391, 684, 699]",6
8926,892,"[892, 388, 234, 32, 714, 95]",6
8927,892,"[892, 388, 55, 486, 832, 221, 716]",7
8928,892,"[892, 103, 740, 353, 242, 771, 780]",7
8929,892,"[892, 388, 61, 391, 761, 924, 335]",7
8930,893,"[893, 362, 580, 335]",4
8931,893,"[893, 941, 457, 149, 522]",5
8932,893,"[893, 988, 32, 714, 95]",5
8933,893,"[893, 362, 528, 102, 581, 891]",6
8934,893,"[893, 988, 973, 410, 735, 754]",6
8935,893,"[893, 362, 528, 125, 344, 699]",6
8936,893,"[893, 362, 314, 15, 160, 119, 290]",7
8937,893,"[893, 988, 566, 644, 926, 93, 200]",7
8938,893,"[893, 988, 671, 131, 996, 447, 716]",7
8939,893,"[893, 988, 566, 644, 317, 771, 780]",7
8940,894,"[894, 641, 833, 754]",4
8941,894,"[894, 384, 251, 632, 290]",5
8942,894,"[894, 384, 406, 73, 605]",5
8943,894,"[894, 641, 49, 295, 834, 200]",6
8944,894,"[894, 384, 406, 635, 162, 522]",6
8945,894,"[894, 641, 339, 976, 580, 335]",6
8946,894,"[894, 641, 833, 935, 966, 699]",6
8947,894,"[894, 147, 375, 278, 446, 40, 891]",7
8948,894,"[894, 384, 964, 793, 74, 627, 716]",7
8949,894,"[894, 641, 626, 16, 529, 724, 780]",7
8950,895,"[895, 781, 427, 462, 290]",5
8951,895,"[895, 519, 362, 580, 335]",5
8952,895,"[895, 781, 318, 136, 834, 200]",6
8953,895,"[895, 519, 92, 726, 920, 95]",6
8954,895,"[895, 781, 129, 491, 102, 581, 891]",7
8955,895,"[895, 519, 166, 738, 233, 627, 716]",7
8956,895,"[895, 781, 615, 814, 983, 771, 780]",7
8957,895,"[895, 781, 47, 847, 79, 56, 754]",7
8958,895,"[895, 519, 362, 528, 125, 344, 699]",7
8959,895,"[895, 828, 812, 109, 690, 73, 605]",7
8960,896,"[896, 725, 95]",3
8961,896,"[896, 146, 556, 632, 290]",5
8962,896,"[896, 725, 110, 771, 780]",5
8963,896,"[896, 981, 690, 73, 605]",5
8964,896,"[896, 725, 482, 974, 154, 200]",6
8965,896,"[896, 725, 110, 222, 749, 716]",6
8966,896,"[896, 146, 573, 636, 71, 754]",6
8967,896,"[896, 725, 482, 860, 446, 40, 891]",7
8968,896,"[896, 725, 482, 974, 722, 162, 522]",7
8969,896,"[896, 725, 482, 475, 433, 855, 699]",7
8970,897,"[897, 200]",2
8971,897,"[897, 200, 805, 749, 716]",5
8972,897,"[897, 200, 834, 694, 699]",5
8973,897,"[897, 200, 834, 943, 713, 290]",6
8974,897,"[897, 200, 805, 495, 609, 891]",6
8975,897,"[897, 552, 300, 78, 871, 522]",6
8976,897,"[897, 552, 300, 784, 724, 780]",6
8977,897,"[897, 552, 281, 769, 742, 95]",6
8978,897,"[897, 200, 805, 495, 761, 924, 335]",7
8979,897,"[897, 200, 834, 295, 142, 720, 71, 754]",8
8980,898,"[898, 203, 742, 95]",4
8981,898,"[898, 867, 832, 221, 716]",5
8982,898,"[898, 867, 832, 924, 335]",5
8983,898,"[898, 203, 460, 117, 119, 290]",6
8984,898,"[898, 657, 512, 452, 71, 754]",6
8985,898,"[898, 867, 508, 521, 540, 699]",6
8986,898,"[898, 867, 624, 676, 565, 605]",6
8987,898,"[898, 203, 460, 117, 119, 40, 891]",7
8988,898,"[898, 203, 246, 409, 304, 154, 200]",7
8989,898,"[898, 838, 111, 222, 110, 771, 780]",7
8990,899,"[899, 767, 217, 977, 529, 290]",6
8991,899,"[899, 767, 860, 446, 40, 891]",6
8992,899,"[899, 948, 294, 467, 924, 335]",6
8993,899,"[899, 948, 294, 125, 344, 699]",6
8994,899,"[899, 767, 860, 482, 725, 95]",6
8995,899,"[899, 948, 232, 245, 974, 154, 200]",7
8996,899,"[899, 948, 541, 131, 996, 447, 716]",7
8997,899,"[899, 767, 217, 977, 529, 724, 780]",7
8998,899,"[899, 948, 47, 847, 79, 56, 754]",7
8999,899,"[899, 948, 328, 990, 83, 268, 605]",7
9000,900,"[900, 2, 581, 891]",4
9001,900,"[900, 98, 191, 724, 780]",5
9002,900,"[900, 98, 191, 724, 529, 290]",6
9003,900,"[900, 98, 969, 50, 56, 754]",6
9004,900,"[900, 98, 969, 50, 884, 699]",6
9005,900,"[900, 98, 912, 230, 73, 605]",6
9006,900,"[900, 98, 912, 26, 497, 93, 200]",7
9007,900,"[900, 98, 912, 406, 635, 162, 522]",7
9008,900,"[900, 2, 846, 793, 74, 627, 716]",7
9009,900,"[900, 2, 846, 585, 786, 742, 95]",7
9010,901,"[901, 987, 574, 290]",4
9011,901,"[901, 987, 102, 581, 891]",5
9012,901,"[901, 908, 495, 805, 200]",5
9013,901,"[901, 908, 495, 805, 749, 716]",6
9014,901,"[901, 640, 183, 529, 724, 780]",6
9015,901,"[901, 640, 183, 976, 580, 335]",6
9016,901,"[901, 906, 269, 391, 684, 699]",6
9017,901,"[901, 640, 183, 370, 714, 95]",6
9018,901,"[901, 789, 963, 234, 79, 56, 754]",7
9019,901,"[901, 906, 271, 659, 390, 565, 605]",7
9020,902,"[902, 476, 551, 835, 95]",5
9021,902,"[902, 476, 551, 427, 462, 290]",6
9022,902,"[902, 476, 946, 481, 952, 891]",6
9023,902,"[902, 695, 825, 467, 924, 335]",6
9024,902,"[902, 476, 551, 96, 136, 834, 200]",7
9025,902,"[902, 695, 316, 36, 996, 447, 716]",7
9026,902,"[902, 476, 946, 77, 50, 56, 754]",7
9027,902,"[902, 695, 316, 411, 638, 540, 699]",7
9028,902,"[902, 476, 551, 810, 777, 722, 162, 522]",8
9029,902,"[902, 476, 551, 810, 878, 748, 771, 780]",8
9030,903,"[903, 121, 482, 725, 95]",5
9031,903,"[903, 466, 753, 922, 397, 891]",6
9032,903,"[903, 121, 482, 974, 154, 200]",6
9033,903,"[903, 121, 338, 525, 921, 716]",6
9034,903,"[903, 466, 753, 577, 48, 462, 290]",7
9035,903,"[903, 121, 482, 974, 722, 162, 522]",7
9036,903,"[903, 121, 482, 725, 110, 771, 780]",7
9037,903,"[903, 466, 472, 668, 373, 727, 335]",7
9038,903,"[903, 121, 379, 653, 720, 71, 754]",7
9039,903,"[903, 121, 156, 955, 125, 344, 699]",7
9040,904,"[904, 849, 457, 149, 522]",5
9041,904,"[904, 454, 500, 684, 699]",5
9042,904,"[904, 993, 352, 255, 119, 290]",6
9043,904,"[904, 454, 639, 975, 674, 891]",6
9044,904,"[904, 849, 731, 394, 834, 200]",6
9045,904,"[904, 993, 352, 996, 447, 716]",6
9046,904,"[904, 557, 213, 935, 833, 754]",6
9047,904,"[904, 499, 192, 726, 920, 95]",6
9048,904,"[904, 454, 500, 682, 317, 771, 780]",7
9049,904,"[904, 993, 352, 890, 196, 727, 335]",7
9050,905,"[905, 443, 91, 727, 335]",5
9051,905,"[905, 443, 351, 101, 632, 290]",6
9052,905,"[905, 365, 534, 236, 56, 754]",6
9053,905,"[905, 589, 363, 544, 102, 581, 891]",7
9054,905,"[905, 365, 824, 608, 974, 154, 200]",7
9055,905,"[905, 365, 534, 854, 996, 447, 716]",7
9056,905,"[905, 443, 91, 584, 391, 684, 699]",7
9057,905,"[905, 365, 534, 626, 676, 565, 605]",7
9058,905,"[905, 365, 824, 608, 974, 722, 162, 522]",8
9059,905,"[905, 589, 363, 544, 266, 110, 771, 780]",8
9060,906,"[906, 219, 427, 462, 290]",5
9061,906,"[906, 269, 391, 684, 699]",5
9062,906,"[906, 901, 987, 102, 581, 891]",6
9063,906,"[906, 901, 908, 495, 805, 200]",6
9064,906,"[906, 393, 661, 233, 627, 716]",6
9065,906,"[906, 271, 878, 748, 771, 780]",6
9066,906,"[906, 269, 391, 761, 924, 335]",6
9067,906,"[906, 269, 296, 762, 833, 754]",6
9068,906,"[906, 271, 659, 390, 565, 605]",6
9069,906,"[906, 269, 263, 203, 742, 95]",6
9070,907,"[907, 865, 737, 632, 290]",5
9071,907,"[907, 738, 233, 627, 716]",5
9072,907,"[907, 738, 636, 71, 754]",5
9073,907,"[907, 865, 57, 966, 699]",5
9074,907,"[907, 887, 138, 647, 162, 522]",6
9075,907,"[907, 865, 737, 297, 727, 335]",6
9076,907,"[907, 865, 57, 778, 920, 95]",6
9077,907,"[907, 738, 233, 819, 495, 609, 891]",7
9078,907,"[907, 738, 233, 819, 495, 805, 200]",7
9079,907,"[907, 887, 507, 806, 978, 73, 605]",7
9080,908,"[908, 495, 609, 891]",4
9081,908,"[908, 495, 805, 200]",4
9082,908,"[908, 901, 987, 574, 290]",5
9083,908,"[908, 495, 805, 749, 716]",5
9084,908,"[908, 495, 761, 924, 335]",5
9085,908,"[908, 442, 432, 966, 699]",5
9086,908,"[908, 442, 853, 868, 771, 780]",6
9087,908,"[908, 495, 104, 8, 366, 162, 522]",7
9088,908,"[908, 495, 214, 820, 720, 71, 754]",7
9089,908,"[908, 495, 609, 532, 390, 565, 605]",7
9090,909,"[909, 765, 805, 200]",4
9091,909,"[909, 765, 805, 749, 716]",5
9092,909,"[909, 600, 726, 920, 95]",5
9093,909,"[909, 444, 489, 572, 119, 290]",6
9094,909,"[909, 600, 150, 21, 397, 891]",6
9095,909,"[909, 600, 126, 110, 771, 780]",6
9096,909,"[909, 933, 890, 196, 727, 335]",6
9097,909,"[909, 765, 537, 636, 71, 754]",6
9098,909,"[909, 444, 693, 638, 540, 699]",6
9099,909,"[909, 600, 150, 83, 268, 605]",6
9100,910,"[910, 251, 632, 290]",4
9101,910,"[910, 712, 627, 716]",4
9102,910,"[910, 794, 446, 40, 891]",5
9103,910,"[910, 803, 236, 56, 754]",5
9104,910,"[910, 251, 432, 966, 699]",5
9105,910,"[910, 712, 203, 742, 95]",5
9106,910,"[910, 251, 432, 304, 154, 200]",6
9107,910,"[910, 803, 16, 529, 724, 780]",6
9108,910,"[910, 251, 384, 406, 73, 605]",6
9109,910,"[910, 343, 364, 852, 366, 162, 522]",7
9110,911,"[911, 967, 803, 16, 529, 290]",6
9111,911,"[911, 305, 210, 495, 609, 891]",6
9112,911,"[911, 305, 210, 495, 805, 200]",6
9113,911,"[911, 967, 803, 236, 56, 754]",6
9114,911,"[911, 967, 451, 416, 684, 699]",6
9115,911,"[911, 305, 655, 346, 366, 162, 522]",7
9116,911,"[911, 967, 803, 910, 712, 627, 716]",7
9117,911,"[911, 305, 216, 691, 868, 771, 780]",7
9118,911,"[911, 305, 655, 890, 196, 727, 335]",7
9119,911,"[911, 967, 621, 146, 896, 725, 95]",7
9120,912,"[912, 230, 73, 605]",4
9121,912,"[912, 26, 497, 93, 200]",5
9122,912,"[912, 406, 635, 162, 522]",5
9123,912,"[912, 98, 191, 724, 780]",5
9124,912,"[912, 230, 52, 56, 754]",5
9125,912,"[912, 779, 591, 884, 699]",5
9126,912,"[912, 26, 193, 427, 462, 290]",6
9127,912,"[912, 98, 191, 21, 397, 891]",6
9128,912,"[912, 26, 951, 482, 725, 95]",6
9129,912,"[912, 779, 591, 884, 233, 627, 716]",7
9130,913,"[913, 629, 682, 574, 290]",5
9131,913,"[913, 486, 832, 221, 716]",5
9132,913,"[913, 486, 832, 924, 335]",5
9133,913,"[913, 629, 88, 684, 699]",5
9134,913,"[913, 629, 682, 596, 674, 891]",6
9135,913,"[913, 486, 277, 497, 93, 200]",6
9136,913,"[913, 629, 682, 317, 771, 780]",6
9137,913,"[913, 18, 673, 77, 50, 56, 754]",7
9138,913,"[913, 770, 779, 912, 230, 73, 605]",7
9139,913,"[913, 486, 832, 373, 473, 835, 95]",7
9140,914,"[914, 202, 110, 771, 780]",5
9141,914,"[914, 202, 110, 725, 95]",5
9142,914,"[914, 202, 110, 515, 574, 290]",6
9143,914,"[914, 202, 110, 222, 749, 716]",6
9144,914,"[914, 202, 709, 52, 56, 754]",6
9145,914,"[914, 202, 709, 680, 313, 40, 891]",7
9146,914,"[914, 202, 110, 222, 749, 805, 200]",7
9147,914,"[914, 202, 733, 346, 366, 162, 522]",7
9148,914,"[914, 202, 733, 346, 196, 727, 335]",7
9149,914,"[914, 202, 697, 624, 676, 565, 605]",7
9150,915,"[915, 649, 926, 93, 200]",5
9151,915,"[915, 847, 845, 924, 335]",5
9152,915,"[915, 847, 79, 56, 754]",5
9153,915,"[915, 847, 845, 682, 574, 290]",6
9154,915,"[915, 847, 845, 181, 397, 891]",6
9155,915,"[915, 847, 845, 181, 921, 716]",6
9156,915,"[915, 649, 505, 19, 694, 699]",6
9157,915,"[915, 380, 163, 241, 647, 162, 522]",7
9158,915,"[915, 649, 604, 396, 242, 771, 780]",7
9159,915,"[915, 649, 926, 518, 302, 268, 605]",7
9160,916,"[916, 479, 481, 952, 891]",5
9161,916,"[916, 42, 858, 921, 716]",5
9162,916,"[916, 576, 577, 48, 462, 290]",6
9163,916,"[916, 60, 84, 635, 162, 522]",6
9164,916,"[916, 479, 161, 983, 771, 780]",6
9165,916,"[916, 259, 969, 50, 56, 754]",6
9166,916,"[916, 259, 969, 50, 884, 699]",6
9167,916,"[916, 42, 963, 608, 974, 154, 200]",7
9168,916,"[916, 470, 166, 519, 362, 580, 335]",7
9169,916,"[916, 60, 84, 635, 406, 73, 605]",7
9170,917,"[917, 834, 200]",3
9171,917,"[917, 834, 694, 699]",4
9172,917,"[917, 834, 943, 713, 290]",5
9173,917,"[917, 841, 647, 162, 522]",5
9174,917,"[917, 182, 107, 73, 605]",5
9175,917,"[917, 834, 200, 805, 749, 716]",6
9176,917,"[917, 834, 943, 473, 835, 95]",6
9177,917,"[917, 145, 616, 753, 922, 397, 891]",7
9178,917,"[917, 841, 647, 396, 242, 771, 780]",7
9179,917,"[917, 834, 943, 473, 373, 727, 335]",7
9180,918,"[918, 718, 101, 632, 290]",5
9181,918,"[918, 846, 2, 581, 891]",5
9182,918,"[918, 718, 525, 921, 716]",5
9183,918,"[918, 882, 189, 170, 834, 200]",6
9184,918,"[918, 732, 534, 236, 56, 754]",6
9185,918,"[918, 718, 525, 485, 966, 699]",6
9186,918,"[918, 846, 585, 786, 742, 95]",6
9187,918,"[918, 732, 488, 266, 110, 771, 780]",7
9188,918,"[918, 846, 793, 64, 761, 924, 335]",7
